gene	chr	s1	s2
Vitvi01g01997	chr1	5660340	5662552
Vitvi01g01998	chr1	5664020	5665917
Vitvi01g01999	chr1	5672889	5674760
Vitvi01g02000	chr1	5681654	5683555
Vitvi01g00506	chr1	5686178	5686494
Vitvi01g02001	chr1	5686995	5688989
Vitvi01g00507	chr1	5695018	5695718
Vitvi01g00508	chr1	5701247	5706175
Vitvi01g00509	chr1	5722927	5726500
Vitvi01g00510	chr1	5733358	5734891
Vitvi01g00511	chr1	5753697	5757899
Vitvi01g02002	chr1	5758617	5758826
Vitvi01g00512	chr1	5758864	5761325
Vitvi01g00513	chr1	5765164	5768180
Vitvi01g00514	chr1	5768498	5768653
Vitvi01g00515	chr1	5781885	5784997
Vitvi01g00516	chr1	5786184	5797738
Vitvi01g00517	chr1	5806446	5811497
Vitvi01g00518	chr1	5816680	5821599
Vitvi01g00519	chr1	5829333	5831950
Vitvi01g00520	chr1	5836221	5846389
Vitvi01g00521	chr1	5847884	5850416
Vitvi01g00522	chr1	5852699	5854830
Vitvi01g00523	chr1	5855245	5917506
Vitvi01g00524	chr1	5922272	5931422
Vitvi01g00525	chr1	5940473	5942205
Vitvi01g00526	chr1	5948388	5953205
Vitvi01g00527	chr1	5972668	5975687
Vitvi01g02003	chr1	5978013	5979407
Vitvi01g00528	chr1	5989505	5999822
Vitvi01g00529	chr1	6006080	6010245
Vitvi01g00530	chr1	6017196	6023895
Vitvi01g02004	chr1	6024539	6025551
Vitvi01g02005	chr1	6028424	6029565
Vitvi01g00532	chr1	6034338	6035652
Vitvi01g00533	chr1	6043632	6047154
Vitvi01g00536	chr1	6048753	6061645
Vitvi01g00537	chr1	6068284	6076299
Vitvi01g00538	chr1	6076561	6083461
Vitvi01g00539	chr1	6083462	6086050
Vitvi01g00540	chr1	6088365	6096496
Vitvi01g00541	chr1	6108006	6110562
Vitvi01g00542	chr1	6114960	6122264
Vitvi01g00543	chr1	6130318	6135868
Vitvi01g00544	chr1	6138234	6155996
Vitvi01g02006	chr1	6158391	6160636
Vitvi01g00545	chr1	6166890	6167547
Vitvi01g00546	chr1	6168519	6169676
Vitvi01g00547	chr1	6173580	6176145
Vitvi01g00548	chr1	6184144	6184518
Vitvi01g00549	chr1	6187534	6187710
Vitvi01g00550	chr1	6187968	6190575
Vitvi01g00551	chr1	6193331	6193625
Vitvi01g00552	chr1	6214496	6217248
Vitvi01g02007	chr1	6221292	6222774
Vitvi01g00553	chr1	6227185	6230660
Vitvi01g00554	chr1	6241008	6244897
Vitvi01g00555	chr1	6249032	6252177
Vitvi01g02008	chr1	6254012	6255088
Vitvi01g00556	chr1	6261927	6263998
Vitvi01g02009	chr1	6270584	6272549
Vitvi01g00557	chr1	6274421	6278504
Vitvi01g02010	chr1	6282856	6285766
Vitvi01g02011	chr1	6286218	6287151
Vitvi01g00558	chr1	6289289	6290731
Vitvi01g00559	chr1	6298552	6300096
Vitvi01g00560	chr1	6306239	6307845
Vitvi01g00561	chr1	6319487	6325378
Vitvi01g00562	chr1	6329016	6391283
Vitvi01g00563	chr1	6391813	6397662
Vitvi01g00565	chr1	6410456	6410608
Vitvi01g00566	chr1	6411189	6412831
Vitvi01g00567	chr1	6416979	6419072
Vitvi01g02012	chr1	6420881	6421734
Vitvi01g00568	chr1	6433473	6435948
Vitvi01g02013	chr1	6440772	6443147
Vitvi01g00569	chr1	6445556	6445879
Vitvi01g00570	chr1	6445934	6446882
Vitvi01g00571	chr1	6449520	6457524
Vitvi01g00572	chr1	6459138	6466679
Vitvi01g00573	chr1	6467603	6468781
Vitvi01g00574	chr1	6469513	6470724
Vitvi01g02014	chr1	6474779	6478220
Vitvi01g02015	chr1	6499124	6503087
Vitvi01g02016	chr1	6552983	6553596
Vitvi01g00575	chr1	6567958	6568110
Vitvi01g00576	chr1	6571895	6583439
Vitvi01g00577	chr1	6584591	6585655
Vitvi01g02017	chr1	6586105	6588152
Vitvi01g00578	chr1	6602502	6605760
Vitvi01g00579	chr1	6611174	6618414
Vitvi01g00580	chr1	6622467	6624298
Vitvi01g00581	chr1	6624653	6628606
Vitvi01g00582	chr1	6629112	6632878
Vitvi01g00583	chr1	6633764	6634450
Vitvi01g02018	chr1	6634486	6634609
Vitvi01g00584	chr1	6634610	6635222
Vitvi01g00585	chr1	6639450	6643726
Vitvi01g02019	chr1	6650448	6653858
Vitvi01g00586	chr1	6661380	6662376
Vitvi01g02020	chr1	6666493	6670306
Vitvi01g00587	chr1	6670720	6674451
Vitvi01g02021	chr1	6678843	6686807
Vitvi01g00588	chr1	6687906	6689258
Vitvi01g00589	chr1	6690731	6691660
Vitvi01g00590	chr1	6701507	6712892
Vitvi01g00591	chr1	6727671	6732311
Vitvi01g00593	chr1	6744512	6746480
Vitvi01g00594	chr1	6748923	6767394
Vitvi01g00595	chr1	6772827	6781102
Vitvi01g00596	chr1	6782611	6810613
Vitvi01g00598	chr1	6820133	6830322
Vitvi01g00599	chr1	6831605	6842439
Vitvi01g00600	chr1	6843309	6851537
Vitvi01g00601	chr1	6860475	6860639
Vitvi01g00602	chr1	6863499	6866602
Vitvi01g00603	chr1	6869577	6871460
Vitvi01g00604	chr1	6875462	6876081
Vitvi01g00605	chr1	6879075	6883938
Vitvi01g00608	chr1	6886601	6888081
Vitvi01g02022	chr1	6899142	6902779
Vitvi01g00609	chr1	6907555	6911226
Vitvi01g00610	chr1	6911840	6915616
Vitvi01g00611	chr1	6925691	6929045
Vitvi01g00612	chr1	6936240	6938112
Vitvi01g02023	chr1	6948089	6954755
Vitvi01g02024	chr1	6955232	6958064
Vitvi01g00613	chr1	6964154	6977100
Vitvi01g00614	chr1	6977138	6983643
Vitvi01g00615	chr1	6985109	6986216
Vitvi01g00616	chr1	6988721	6994114
Vitvi01g00617	chr1	6998059	7007581
Vitvi01g00619	chr1	7022516	7024692
Vitvi01g02025	chr1	7026428	7026715
Vitvi01g02026	chr1	7026716	7030205
Vitvi01g00620	chr1	7040594	7042832
Vitvi01g00621	chr1	7047847	7050240
Vitvi01g00622	chr1	7053376	7061147
Vitvi01g00623	chr1	7066161	7070322
Vitvi01g00624	chr1	7070860	7072105
Vitvi01g00625	chr1	7073354	7087332
Vitvi01g00626	chr1	7094747	7100792
Vitvi01g00627	chr1	7102421	7113706
Vitvi01g02027	chr1	7114003	7118158
Vitvi01g00628	chr1	7121851	7137711
Vitvi01g00629	chr1	7142093	7146848
Vitvi01g00630	chr1	7149954	7167857
Vitvi01g00631	chr1	7171447	7178518
Vitvi01g02028	chr1	7179256	7188266
Vitvi01g00632	chr1	7199625	7200344
Vitvi01g02029	chr1	7200345	7203120
Vitvi01g00633	chr1	7216877	7229941
Vitvi01g00634	chr1	7230367	7232691
Vitvi01g00635	chr1	7234024	7236188
Vitvi01g00636	chr1	7237280	7240378
Vitvi01g00637	chr1	7243162	7245296
Vitvi01g00638	chr1	7246123	7247193
Vitvi01g00639	chr1	7249292	7253673
Vitvi01g00640	chr1	7257786	7266807
Vitvi01g00641	chr1	7268396	7277494
Vitvi01g02030	chr1	7278707	7279532
Vitvi01g02031	chr1	7280482	7281045
Vitvi01g02032	chr1	7288071	7290232
Vitvi01g00642	chr1	7293473	7296633
Vitvi01g00643	chr1	7321664	7321908
Vitvi01g00644	chr1	7324477	7327341
Vitvi01g02033	chr1	7342919	7343913
Vitvi01g00645	chr1	7346247	7347491
Vitvi01g02034	chr1	7374425	7381510
Vitvi01g00646	chr1	7385729	7386436
Vitvi01g00647	chr1	7397720	7401380
Vitvi01g00648	chr1	7401727	7405141
Vitvi01g02035	chr1	7406345	7408627
Vitvi01g00649	chr1	7408957	7421672
Vitvi01g00650	chr1	7426954	7443987
Vitvi01g00652	chr1	7455137	7459520
Vitvi01g02036	chr1	7470962	7471652
Vitvi01g02037	chr1	7472943	7473570
Vitvi01g02038	chr1	7473571	7473958
Vitvi01g00653	chr1	7477397	7481378
Vitvi01g00654	chr1	7490912	7491423
Vitvi01g00655	chr1	7493143	7496805
Vitvi01g00656	chr1	7502140	7505722
Vitvi01g00657	chr1	7515162	7521409
Vitvi01g00658	chr1	7538455	7552625
Vitvi01g00659	chr1	7556609	7558429
Vitvi01g00660	chr1	7560017	7571559
Vitvi01g00661	chr1	7575215	7575364
Vitvi01g02039	chr1	7577112	7577955
Vitvi01g00662	chr1	7579861	7586560
Vitvi01g00663	chr1	7590455	7595823
Vitvi01g00664	chr1	7597790	7604705
Vitvi01g00665	chr1	7608911	7612084
Vitvi01g00666	chr1	7612355	7613722
Vitvi01g00667	chr1	7615070	7615711
Vitvi01g00668	chr1	7615746	7616204
Vitvi01g02040	chr1	7625712	7626570
Vitvi01g02041	chr1	7627505	7632628
Vitvi01g00669	chr1	7639474	7646110
Vitvi01g00670	chr1	7651102	7653952
Vitvi01g00672	chr1	7656489	7660874
Vitvi01g00673	chr1	7681526	7684458
Vitvi01g00674	chr1	7699001	7702601
Vitvi01g00675	chr1	7710380	7718262
Vitvi01g00676	chr1	7724223	7729000
Vitvi01g00677	chr1	7736894	7737046
Vitvi01g02042	chr1	7739939	7741029
Vitvi01g02043	chr1	7752334	7760316
Vitvi01g00678	chr1	7765967	7766377
Vitvi01g00679	chr1	7774149	7774310
Vitvi01g00680	chr1	7778788	7780224
Vitvi01g00681	chr1	7783081	7802553
Vitvi01g02044	chr1	7809093	7809827
Vitvi01g00682	chr1	7815794	7819125
Vitvi01g00683	chr1	7832962	7833827
Vitvi01g00684	chr1	7846639	7849579
Vitvi01g00685	chr1	7861568	7867297
Vitvi01g00687	chr1	7883149	7886535
Vitvi01g00688	chr1	7887023	7895364
Vitvi01g00689	chr1	7901133	7905827
Vitvi01g00691	chr1	7906045	7916786
Vitvi01g02045	chr1	7929979	7931009
Vitvi01g00693	chr1	7936441	7939285
Vitvi01g00694	chr1	7945423	7955365
Vitvi01g00695	chr1	7965938	7970796
Vitvi01g00696	chr1	7975181	7982725
Vitvi01g02046	chr1	7990895	7995686
Vitvi01g00697	chr1	8017440	8018615
Vitvi01g00698	chr1	8022390	8028323
Vitvi01g00699	chr1	8041128	8041358
Vitvi01g00700	chr1	8044079	8047869
Vitvi01g00701	chr1	8049721	8058649
Vitvi01g02047	chr1	8059029	8068829
Vitvi01g00702	chr1	8074492	8074644
Vitvi01g02048	chr1	8075040	8078268
Vitvi01g02049	chr1	8079074	8079997
Vitvi01g02050	chr1	8081144	8081513
Vitvi01g00703	chr1	8084547	8085693
Vitvi01g02051	chr1	8087331	8088550
Vitvi01g00704	chr1	8092184	8094576
Vitvi01g00705	chr1	8100932	8105909
Vitvi01g02052	chr1	8106273	8111487
Vitvi01g00706	chr1	8111718	8115674
Vitvi01g00708	chr1	8117379	8123553
Vitvi01g00710	chr1	8127635	8133516
Vitvi01g02053	chr1	8139320	8144796
Vitvi01g02054	chr1	8144937	8145353
Vitvi01g00711	chr1	8149542	8152822
Vitvi01g00712	chr1	8156521	8182723
Vitvi01g00713	chr1	8183727	8191915
Vitvi01g02055	chr1	8197734	8198781
Vitvi01g02056	chr1	8206902	8216582
Vitvi01g00714	chr1	8228589	8230545
Vitvi01g00715	chr1	8230406	8247485
Vitvi01g00716	chr1	8253635	8264142
Vitvi01g00717	chr1	8264317	8269074
Vitvi01g00718	chr1	8271343	8271492
Vitvi01g00719	chr1	8286930	8289356
Vitvi01g00720	chr1	8294804	8300613
Vitvi01g00721	chr1	8303295	8303627
Vitvi01g02057	chr1	8319181	8321273
Vitvi01g02058	chr1	8323504	8325937
Vitvi01g02059	chr1	8333001	8334801
Vitvi01g02060	chr1	8335119	8335996
Vitvi01g02061	chr1	8336155	8338612
Vitvi01g00722	chr1	8343106	8352030
Vitvi01g00723	chr1	8352482	8353782
Vitvi01g02062	chr1	8356226	8357151
Vitvi01g00724	chr1	8360876	8361327
Vitvi01g00725	chr1	8362148	8362510
Vitvi01g02063	chr1	8365496	8365681
Vitvi01g02064	chr1	8371085	8372233
Vitvi01g00726	chr1	8378143	8378328
Vitvi01g00727	chr1	8380340	8384610
Vitvi01g02065	chr1	8392885	8394243
Vitvi01g00728	chr1	8396852	8401132
Vitvi01g00729	chr1	8403322	8405694
Vitvi01g00730	chr1	8409704	8414141
Vitvi01g00732	chr1	8429610	8431044
Vitvi01g00733	chr1	8431622	8437112
Vitvi01g00734	chr1	8440375	8440578
Vitvi01g00735	chr1	8454049	8464325
Vitvi01g00736	chr1	8465890	8467216
Vitvi01g00737	chr1	8472687	8473792
Vitvi01g00738	chr1	8476914	8479009
Vitvi01g00739	chr1	8489467	8493160
Vitvi01g00740	chr1	8497058	8499449
Vitvi01g00741	chr1	8514243	8517063
Vitvi01g02066	chr1	8555730	8557723
Vitvi01g00742	chr1	8563479	8568358
Vitvi01g02067	chr1	8569543	8575619
Vitvi01g02068	chr1	8580628	8581317
Vitvi01g00743	chr1	8587048	8587248
Vitvi01g00744	chr1	8589448	8595068
Vitvi01g00745	chr1	8602604	8604632
Vitvi01g00746	chr1	8608682	8611182
Vitvi01g00747	chr1	8644521	8646849
Vitvi01g00749	chr1	8655812	8656522
Vitvi01g00750	chr1	8668268	8668489
Vitvi01g00751	chr1	8668700	8669513
Vitvi01g00752	chr1	8685639	8686515
Vitvi01g00753	chr1	8688487	8691828
Vitvi01g02069	chr1	8697106	8697321
Vitvi01g00754	chr1	8697578	8698147
Vitvi01g02070	chr1	8700006	8705853
Vitvi01g00755	chr1	8707363	8711029
Vitvi01g02071	chr1	8718851	8725405
Vitvi01g02072	chr1	8737636	8738451
Vitvi01g02073	chr1	8744924	8745768
Vitvi01g02074	chr1	8777436	8778212
Vitvi01g00756	chr1	8791612	8791928
Vitvi01g00757	chr1	8805011	8805773
Vitvi01g00758	chr1	8822003	8822501
Vitvi01g02075	chr1	8835995	8836437
Vitvi01g00759	chr1	8880484	8880849
Vitvi01g00760	chr1	8882226	8882512
Vitvi01g00761	chr1	8885212	8885723
Vitvi01g00762	chr1	8899618	8900623
Vitvi01g00763	chr1	8920477	8921265
Vitvi01g00764	chr1	8939104	8939307
Vitvi01g00765	chr1	8939751	8948189
Vitvi01g00766	chr1	8972017	8990228
Vitvi01g00767	chr1	9011272	9011811
Vitvi01g00768	chr1	9011839	9012333
Vitvi01g00769	chr1	9027405	9028587
Vitvi01g00770	chr1	9058686	9061429
Vitvi01g00772	chr1	9063206	9068411
Vitvi01g00773	chr1	9070839	9073809
Vitvi01g00774	chr1	9076733	9079850
Vitvi01g02076	chr1	9087698	9088606
Vitvi01g02077	chr1	9088784	9090201
Vitvi01g00775	chr1	9097641	9103411
Vitvi01g00776	chr1	9105007	9159220
Vitvi01g00777	chr1	9168821	9180106
Vitvi01g00779	chr1	9180912	9198859
Vitvi01g02078	chr1	9199388	9200212
Vitvi01g00780	chr1	9200213	9203304
Vitvi01g00781	chr1	9213593	9216936
Vitvi01g00782	chr1	9216974	9219203
Vitvi01g00783	chr1	9226480	9237852
Vitvi01g00784	chr1	9238192	9240044
Vitvi01g00785	chr1	9240256	9244560
Vitvi01g00787	chr1	9253654	9258622
Vitvi01g00788	chr1	9260519	9269806
Vitvi01g00789	chr1	9279813	9284489
Vitvi01g02079	chr1	9288611	9297767
Vitvi01g00790	chr1	9297821	9299847
Vitvi01g02080	chr1	9299898	9309936
Vitvi01g00791	chr1	9315606	9326577
Vitvi01g00792	chr1	9332992	9343221
Vitvi01g00793	chr1	9348692	9355263
Vitvi01g02081	chr1	9365529	9366263
Vitvi01g00795	chr1	9372740	9374493
Vitvi01g00796	chr1	9380696	9382782
Vitvi01g00797	chr1	9385843	9411044
Vitvi01g00798	chr1	9423998	9427104
Vitvi01g00799	chr1	9428158	9432177
Vitvi01g00800	chr1	9433546	9475833
Vitvi01g00801	chr1	9476757	9478869
Vitvi01g00802	chr1	9492699	9493352
Vitvi01g00803	chr1	9510739	9513075
Vitvi01g00804	chr1	9519048	9519383
Vitvi01g00805	chr1	9536953	9537150
Vitvi01g02082	chr1	9551993	9553739
Vitvi01g00806	chr1	9557053	9557553
Vitvi01g02083	chr1	9557554	9557928
Vitvi01g02084	chr1	9557929	9558684
Vitvi01g02085	chr1	9559730	9561071
Vitvi01g02086	chr1	9576285	9576677
Vitvi01g00807	chr1	9577896	9579706
Vitvi01g00808	chr1	9580401	9580885
Vitvi01g02087	chr1	9593875	9594617
Vitvi01g02088	chr1	9597044	9597905
Vitvi01g00809	chr1	9599406	9600227
Vitvi01g02089	chr1	9605783	9608692
Vitvi01g00810	chr1	9633706	9636925
Vitvi01g00811	chr1	9643204	9644190
Vitvi01g00812	chr1	9650415	9678782
Vitvi01g00813	chr1	9688102	9692607
Vitvi01g00814	chr1	9695387	9700044
Vitvi01g00815	chr1	9701792	9706117
Vitvi01g02090	chr1	9729001	9729222
Vitvi01g00816	chr1	9730111	9731345
Vitvi01g00817	chr1	9735591	9737877
Vitvi01g00818	chr1	9738759	9747525
Vitvi01g00819	chr1	9762121	9772741
Vitvi01g00821	chr1	9774747	9775594
Vitvi01g00822	chr1	9788445	9790072
Vitvi01g00823	chr1	9803558	9816718
Vitvi01g00824	chr1	9816972	9831306
Vitvi01g00825	chr1	9842737	9845893
Vitvi01g00826	chr1	9846726	9849021
Vitvi01g00827	chr1	9850380	9869662
Vitvi01g00828	chr1	9870559	9887624
Vitvi01g00829	chr1	9890033	9891757
Vitvi01g00830	chr1	9896267	9899757
Vitvi01g00831	chr1	9903832	9911120
Vitvi01g00832	chr1	9911121	9912507
Vitvi01g00833	chr1	9918021	9923711
Vitvi01g02091	chr1	9935997	9948889
Vitvi01g00836	chr1	9958225	10030522
Vitvi01g00842	chr1	10048702	10050818
Vitvi01g00843	chr1	10067708	10072488
Vitvi01g02092	chr1	10076952	10081350
Vitvi01g00844	chr1	10086649	10088261
Vitvi01g02093	chr1	10090780	10104616
Vitvi01g00845	chr1	10117667	10118410
Vitvi01g00846	chr1	10123800	10128422
Vitvi01g00847	chr1	10143761	10144119
Vitvi01g00848	chr1	10149058	10151302
Vitvi01g02094	chr1	10157056	10157885
Vitvi01g00849	chr1	10166055	10167793
Vitvi01g02095	chr1	10170242	10176563
Vitvi01g00850	chr1	10177885	10180069
Vitvi01g02096	chr1	10197174	10197785
Vitvi01g00852	chr1	10199392	10211453
Vitvi01g00853	chr1	10226675	10259978
Vitvi01g00857	chr1	10264909	10266690
Vitvi01g00858	chr1	10270527	10274520
Vitvi01g00859	chr1	10275732	10280824
Vitvi01g02097	chr1	10294203	10294870
Vitvi01g00860	chr1	10295474	10297529
Vitvi01g00861	chr1	10306354	10318208
Vitvi01g00862	chr1	10325788	10339269
Vitvi01g02098	chr1	10340438	10355507
Vitvi01g00863	chr1	10362022	10362231
Vitvi01g00864	chr1	10371827	10376784
Vitvi01g02099	chr1	10387618	10390123
Vitvi01g00865	chr1	10391998	10397490
Vitvi01g00866	chr1	10401976	10402203
Vitvi01g00867	chr1	10402741	10404367
Vitvi01g00868	chr1	10437359	10439711
Vitvi01g00869	chr1	10455437	10459543
Vitvi01g00870	chr1	10460682	10468457
Vitvi01g02100	chr1	10471124	10473514
Vitvi01g00871	chr1	10479449	10479625
Vitvi01g00872	chr1	10480435	10483422
Vitvi01g00873	chr1	10501941	10510970
Vitvi01g00874	chr1	10512323	10513489
Vitvi01g00875	chr1	10521391	10529397
Vitvi01g02101	chr1	10533483	10538061
Vitvi01g00876	chr1	10538927	10542809
Vitvi01g00877	chr1	10568629	10575955
Vitvi01g00878	chr1	10582916	10590726
Vitvi01g00879	chr1	10590727	10593298
Vitvi01g00880	chr1	10607833	10609785
Vitvi01g02102	chr1	10619519	10620421
Vitvi01g00881	chr1	10638864	10643369
Vitvi01g00882	chr1	10646886	10650786
Vitvi01g00883	chr1	10651856	10653509
Vitvi01g02103	chr1	10661703	10661834
Vitvi01g00884	chr1	10668261	10670507
Vitvi01g00885	chr1	10674125	10676806
Vitvi01g00886	chr1	10677120	10682459
Vitvi01g02104	chr1	10682987	10683148
Vitvi01g00887	chr1	10690469	10690666
Vitvi01g00888	chr1	10693534	10694591
Vitvi01g00889	chr1	10698497	10699892
Vitvi01g00890	chr1	10713114	10713760
Vitvi01g02105	chr1	10715098	10715409
Vitvi01g00891	chr1	10716046	10716337
Vitvi01g00892	chr1	10719017	10719524
Vitvi01g00893	chr1	10740211	10741275
Vitvi01g00894	chr1	10752400	10755891
Vitvi01g00895	chr1	10758278	10758586
Vitvi01g00896	chr1	10765712	10765867
Vitvi01g00897	chr1	10766398	10766704
Vitvi01g02106	chr1	10767795	10768196
Vitvi01g00898	chr1	10770607	10776784
Vitvi01g00899	chr1	10777050	10784532
Vitvi01g00900	chr1	10786893	10789312
Vitvi01g00901	chr1	10791369	10792091
Vitvi01g00902	chr1	10795460	10800346
Vitvi01g00903	chr1	10802184	10804123
Vitvi01g00904	chr1	10807317	10807520
Vitvi01g00905	chr1	10807861	10808055
Vitvi01g00906	chr1	10811125	10813077
Vitvi01g00907	chr1	10815554	10816569
Vitvi01g00908	chr1	10826576	10843153
Vitvi01g00909	chr1	10864840	10885775
Vitvi01g00910	chr1	10911975	10921870
Vitvi01g00911	chr1	10940426	10944594
Vitvi01g00912	chr1	10945190	10945390
Vitvi01g00913	chr1	10955136	10960023
Vitvi01g00914	chr1	10974705	10981205
Vitvi01g00915	chr1	10981271	10984749
Vitvi01g00916	chr1	10986267	10987417
Vitvi01g00917	chr1	10991280	10993121
Vitvi01g00918	chr1	10998173	11000796
Vitvi01g00919	chr1	11026787	11033273
Vitvi01g00920	chr1	11034085	11037463
Vitvi01g00921	chr1	11040572	11044889
Vitvi01g00922	chr1	11045630	11047267
Vitvi01g00923	chr1	11063311	11063469
Vitvi01g02107	chr1	11068196	11069717
Vitvi01g02108	chr1	11071356	11072516
Vitvi01g00924	chr1	11079601	11083007
Vitvi01g00925	chr1	11092064	11093943
Vitvi01g00926	chr1	11097897	11134886
Vitvi01g00927	chr1	11162577	11174490
Vitvi01g00928	chr1	11175055	11180077
Vitvi01g00929	chr1	11199845	11206872
Vitvi01g00930	chr1	11208187	11212053
Vitvi01g00931	chr1	11221241	11221411
Vitvi01g00932	chr1	11222253	11234733
Vitvi01g02109	chr1	11236041	11238079
Vitvi01g00933	chr1	11239127	11241256
Vitvi01g00934	chr1	11252887	11255013
Vitvi01g00935	chr1	11256500	11273307
Vitvi01g00936	chr1	11284551	11295462
Vitvi01g00937	chr1	11301548	11308560
Vitvi01g00938	chr1	11322333	11328384
Vitvi01g02110	chr1	11355712	11356335
Vitvi01g02111	chr1	11358006	11358434
Vitvi01g00939	chr1	11362134	11362298
Vitvi01g00940	chr1	11370101	11375681
Vitvi01g00941	chr1	11376768	11380338
Vitvi01g00942	chr1	11380369	11382222
Vitvi01g02112	chr1	11392316	11393104
Vitvi01g00943	chr1	11401757	11406313
Vitvi01g00944	chr1	11406954	11409977
Vitvi01g00945	chr1	11421157	11426726
Vitvi01g00946	chr1	11428040	11428358
Vitvi01g02113	chr1	11431263	11431982
Vitvi01g02114	chr1	11435170	11435508
Vitvi01g02115	chr1	11460591	11461310
Vitvi01g00947	chr1	11468188	11468376
Vitvi01g02116	chr1	11475413	11475857
Vitvi01g02117	chr1	11517706	11520565
Vitvi01g02118	chr1	11534691	11535410
Vitvi01g00948	chr1	11548734	11549147
Vitvi01g00949	chr1	11549190	11549438
Vitvi01g02119	chr1	11552809	11553528
Vitvi01g02120	chr1	11556511	11557230
Vitvi01g00950	chr1	11577021	11579132
Vitvi01g00951	chr1	11592591	11593874
Vitvi01g02121	chr1	11598522	11600581
Vitvi01g00952	chr1	11617729	11622134
Vitvi01g00953	chr1	11625330	11627319
Vitvi01g00954	chr1	11627356	11632312
Vitvi01g00955	chr1	11643998	11649127
Vitvi01g02122	chr1	11650124	11650361
Vitvi01g00956	chr1	11650592	11658241
Vitvi01g02123	chr1	11667387	11669756
Vitvi01g00957	chr1	11678757	11679634
Vitvi01g02124	chr1	11685428	11689115
Vitvi01g00958	chr1	11698008	11700277
Vitvi01g00959	chr1	11705980	11715663
Vitvi01g00960	chr1	11716982	11725088
Vitvi01g00961	chr1	11727463	11727717
Vitvi01g02125	chr1	11753544	11754271
Vitvi01g00962	chr1	11776138	11777478
Vitvi01g00963	chr1	11779338	11779818
Vitvi01g02126	chr1	11783790	11791482
Vitvi01g00964	chr1	11802331	11803205
Vitvi01g00965	chr1	11803206	11804105
Vitvi01g00966	chr1	11812106	11812361
Vitvi01g00967	chr1	11813033	11813185
Vitvi01g00968	chr1	11841773	11848820
Vitvi01g00970	chr1	11857605	11865565
Vitvi01g02127	chr1	11871240	11872045
Vitvi01g00971	chr1	11882372	11889571
Vitvi01g00972	chr1	11907862	11921533
Vitvi01g00973	chr1	11927347	11927744
Vitvi01g00974	chr1	11927797	11928099
Vitvi01g00975	chr1	11933006	11934799
Vitvi01g00977	chr1	11935565	11978561
Vitvi01g02128	chr1	11981670	11990917
Vitvi01g00979	chr1	11992830	11994837
Vitvi01g00980	chr1	12002252	12004633
Vitvi01g00981	chr1	12011168	12016048
Vitvi01g00982	chr1	12042346	12043428
Vitvi01g00983	chr1	12043472	12045467
Vitvi01g00984	chr1	12047520	12051295
Vitvi01g00985	chr1	12073992	12079967
Vitvi01g00986	chr1	12089748	12090007
Vitvi01g00987	chr1	12091201	12091386
Vitvi01g02129	chr1	12107617	12114110
Vitvi01g00988	chr1	12115322	12123283
Vitvi01g00989	chr1	12130812	12132095
Vitvi01g00990	chr1	12148543	12148707
Vitvi01g00991	chr1	12150615	12159491
Vitvi01g00992	chr1	12160899	12163783
Vitvi01g02130	chr1	12172080	12172385
Vitvi01g00993	chr1	12182537	12186869
Vitvi01g00994	chr1	12209140	12211310
Vitvi01g00995	chr1	12214310	12220149
Vitvi01g00996	chr1	12228028	12228204
Vitvi01g00997	chr1	12245777	12253239
Vitvi01g00998	chr1	12253315	12257759
Vitvi01g00999	chr1	12266319	12267949
Vitvi01g01000	chr1	12274917	12275935
Vitvi01g01001	chr1	12277110	12277829
Vitvi01g01002	chr1	12290363	12305765
Vitvi01g01003	chr1	12309098	12316397
Vitvi01g01004	chr1	12316851	12319154
Vitvi01g01005	chr1	12321345	12322200
Vitvi01g01006	chr1	12334441	12337359
Vitvi01g01007	chr1	12341180	12342144
Vitvi01g02131	chr1	12350519	12351452
Vitvi01g02132	chr1	12367878	12368985
Vitvi01g01008	chr1	12371847	12376296
Vitvi01g01009	chr1	12379712	12383613
Vitvi01g01010	chr1	12399552	12404710
Vitvi01g01011	chr1	12424098	12424268
Vitvi01g01012	chr1	12431085	12431655
Vitvi01g01013	chr1	12435170	12436499
Vitvi01g01014	chr1	12441051	12445714
Vitvi01g01015	chr1	12459613	12463324
Vitvi01g01016	chr1	12472316	12473416
Vitvi01g01017	chr1	12474612	12474998
Vitvi01g01018	chr1	12483995	12499245
Vitvi01g01019	chr1	12518615	12520824
Vitvi01g01020	chr1	12521671	12523458
Vitvi01g01021	chr1	12530181	12532013
Vitvi01g01022	chr1	12541362	12549557
Vitvi01g01023	chr1	12561343	12562162
Vitvi01g01024	chr1	12562163	12566540
Vitvi01g02133	chr1	12570854	12573994
Vitvi01g02134	chr1	12597517	12599121
Vitvi01g01025	chr1	12604835	12605053
Vitvi01g01026	chr1	12605059	12608500
Vitvi01g01027	chr1	12613044	12614085
Vitvi01g01028	chr1	12614782	12617375
Vitvi01g01029	chr1	12633179	12648131
Vitvi01g01030	chr1	12653053	12654896
Vitvi01g01031	chr1	12677326	12682278
Vitvi01g01032	chr1	12683403	12684115
Vitvi01g02135	chr1	12691613	12692423
Vitvi01g01033	chr1	12754215	12759157
Vitvi01g01034	chr1	12781297	12788202
Vitvi01g02136	chr1	12790043	12796420
Vitvi01g02137	chr1	12797444	12797723
Vitvi01g01035	chr1	12802041	12803181
