# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Vitvi10g01291	Vitvi10g01291	Vitvi10g01291.t01	protein_coding	0	0	0	24	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g01350	Vitvi10g01350	Vitvi10g01350.t01	protein_coding	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Vitvi10g01350	Vitvi10g01350	Vitvi10g01350.t02	protein_coding	0	2	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Vitvi10g01350	Vitvi10g01350	Vitvi10g01350.t03	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Vitvi10g01350	Vitvi10g01350	Vitvi10g01350.t04	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Vitvi10g01471	Vitvi10g01471	Vitvi10g01471.t01	protein_coding	2	3	6	2	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	3	2
Vitvi10g01485	Vitvi10g01485	Vitvi10g01485.t01	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g01635	Vitvi10g01635	Vitvi10g01635.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi10g01636	Vitvi10g01636	Vitvi10g01636.t01	protein_coding	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Vitvi10g01637	Vitvi10g01637	Vitvi10g01637.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g01686	Vitvi10g01686	Vitvi10g01686.t01	protein_coding	0	1	2	27	0	0	1	0	0	0	0	14	0	4	2	0	0	0	1	0	0	0	0	0	9
Vitvi10g01686	Vitvi10g01686	Vitvi10g01686.t02	protein_coding	0	1	2	27	3	0	1	0	0	0	0	11	0	4	2	0	0	0	1	0	0	0	0	0	9
Vitvi10g01737	Vitvi10g01737	Vitvi10g01737.t01	protein_coding	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
Vitvi10g01738	Vitvi10g01738	Vitvi10g01738.t01	protein_coding	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
Vitvi10g01739	Vitvi10g01739	Vitvi10g01739.t01	protein_coding	0	0	0	45	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g01853	Vitvi10g01853	Vitvi10g01853.t01	protein_coding	0	0	1	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Vitvi10g01906	Vitvi10g01906	Vitvi10g01906.t01	protein_coding	2	4	4	47	1	0	0	0	0	0	0	11	0	1	4	0	0	0	3	0	1	1	1	2	34
Vitvi10g01907	Vitvi10g01907	Vitvi10g01907.t01	protein_coding	0	2	0	48	0	1	2	0	0	0	0	9	0	12	0	0	0	0	0	0	0	0	0	1	25
Vitvi10g02002	Vitvi10g02002	Vitvi10g02002.t01	protein_coding	0	0	4	35	0	0	1	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	26
Vitvi10g02015	Vitvi10g02015	Vitvi10g02015.t01	protein_coding	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
Vitvi10g02023	Vitvi10g02023	Vitvi10g02023.t01	protein_coding	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g02045	Vitvi10g02045	Vitvi10g02045.t01	protein_coding	1	3	1	61	0	0	0	0	0	0	0	61	0	0	1	0	0	0	0	0	1	0	1	2	0
Vitvi11g00074	Vitvi11g00074	Vitvi11g00074.t01	protein_coding	0	0	0	19	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g00075	Vitvi11g00075	Vitvi11g00075.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g00142	Vitvi11g00142	Vitvi11g00142.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi11g00143	Vitvi11g00143	Vitvi11g00143.t01	protein_coding	0	3	1	8	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	3	3
Vitvi11g00338	Vitvi11g00338	Vitvi11g00338.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi11g00400	Vitvi11g00400	Vitvi11g00400.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi11g00400	Vitvi11g00400	Vitvi11g00400.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi11g00496	Vitvi11g00496	Vitvi11g00496.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Vitvi11g00496	Vitvi11g00496	Vitvi11g00496.t02	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Vitvi11g00497	Vitvi11g00497	Vitvi11g00497.t01	protein_coding	0	2	0	9	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5
Vitvi11g00497	Vitvi11g00497	Vitvi11g00497.t02	protein_coding	0	2	0	9	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5
Vitvi11g00528	Vitvi11g00528	Vitvi11g00528.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Vitvi11g00686	Vitvi11g00686	Vitvi11g00686.t01	protein_coding	0	2	1	10	1	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	2	0
Vitvi11g00814	Vitvi11g00814	Vitvi11g00814.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g00815	Vitvi11g00815	Vitvi11g00815.t01	protein_coding	0	1	0	24	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	1
Vitvi11g00815	Vitvi11g00815	Vitvi11g00815.t02	protein_coding	0	1	0	24	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	1
Vitvi11g00847	Vitvi11g00847	Vitvi11g00847.t01	protein_coding	2	1	1	44	0	0	0	0	0	0	0	0	1	35	1	0	0	1	0	0	0	0	0	1	10
Vitvi11g00955	Vitvi11g00955	Vitvi11g00955.t01	protein_coding	1	0	2	28	2	0	0	0	0	0	0	21	1	4	2	0	0	0	0	0	0	0	0	0	1
Vitvi11g00957	Vitvi11g00957	Vitvi11g00957.t01	protein_coding	0	0	1	29	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	21
Vitvi11g01007	Vitvi11g01007	Vitvi11g01007.t01	protein_coding	1	0	1	13	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	10
Vitvi11g01008	Vitvi11g01008	Vitvi11g01008.t01	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5
Vitvi11g01009	Vitvi11g01009	Vitvi11g01009.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi11g01038	Vitvi11g01038	Vitvi11g01038.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi11g01142	Vitvi11g01142	Vitvi11g01142.t01	protein_coding	0	2	0	315	1	0	0	0	0	0	0	1	0	309	0	0	0	0	2	0	0	0	0	0	5
Vitvi11g01142	Vitvi11g01142	Vitvi11g01142.t02	protein_coding	0	2	0	315	1	0	0	0	0	0	0	1	0	309	0	0	0	0	2	0	0	0	0	0	5
Vitvi11g01142	Vitvi11g01142	Vitvi11g01142.t03	protein_coding	0	2	0	308	1	0	0	0	0	0	0	1	0	305	0	0	0	0	2	0	0	0	0	0	2
Vitvi11g01142	Vitvi11g01142	Vitvi11g01142.t04	protein_coding	0	2	0	308	1	0	0	0	0	0	0	1	0	305	0	0	0	0	2	0	0	0	0	0	2
Vitvi11g01143	Vitvi11g01143	Vitvi11g01143.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01143	Vitvi11g01143	Vitvi11g01143.t02	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01287	Vitvi11g01287	Vitvi11g01287.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01288	Vitvi11g01288	Vitvi11g01288.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi11g01289	Vitvi11g01289	Vitvi11g01289.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01335	Vitvi11g01335	Vitvi11g01335.t01	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01336	Vitvi11g01336	Vitvi11g01336.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01337	Vitvi11g01337	Vitvi11g01337.t01	protein_coding	3	1	0	20	0	0	1	0	0	0	0	13	2	3	0	0	1	0	0	0	0	0	0	1	4
Vitvi11g01338	Vitvi11g01338	Vitvi11g01338.t01	protein_coding	0	1	1	22	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	1	11
Vitvi11g01339	Vitvi11g01339	Vitvi11g01339.t01	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Vitvi11g01357	Vitvi11g01357	Vitvi11g01357.t01	protein_coding	0	1	7	7	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	1	0
Vitvi11g01358	Vitvi11g01358	Vitvi11g01358.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi11g01365	Vitvi11g01365	Vitvi11g01365.t01	protein_coding	0	0	0	12	2	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01420	Vitvi11g01420	Vitvi11g01420.r01	lincRNA	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	1
Vitvi11g01567	Vitvi11g01567	Vitvi11g01567.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01596	Vitvi11g01596	Vitvi11g01596.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01597	Vitvi11g01597	Vitvi11g01597.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi11g01627	Vitvi11g01627	Vitvi11g01627.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01643	Vitvi11g01643	Vitvi11g01643.t01	protein_coding	3	0	3	8	0	0	0	0	0	0	0	0	0	6	3	0	0	3	0	0	0	0	0	0	5
Vitvi11g01658	Vitvi11g01658	Vitvi11g01658.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01659	Vitvi11g01659	Vitvi11g01659.t01	protein_coding	2	0	0	8	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	1	1	0	0	0
Vitvi11g01681	Vitvi11g01681	Vitvi11g01681.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi11g01682	Vitvi11g01682	Vitvi11g01682.t01	protein_coding	1	1	2	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	1
Vitvi11g01683	Vitvi11g01683	Vitvi11g01683.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi11g01684	Vitvi11g01684	Vitvi11g01684.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi11g01693	Vitvi11g01693	Vitvi11g01693.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi11g01693	Vitvi11g01693	Vitvi11g01693.t02	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi12g00148	Vitvi12g00148	Vitvi12g00148.t01	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Vitvi12g00149	Vitvi12g00149	Vitvi12g00149.t01	protein_coding	0	0	2	19	2	0	0	0	0	0	0	11	0	2	2	0	0	0	0	0	0	0	0	0	4
Vitvi12g00186	Vitvi12g00186	Vitvi12g00186.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00187	Vitvi12g00187	Vitvi12g00187.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g00209	Vitvi12g00209	Vitvi12g00209.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00210	Vitvi12g00210	Vitvi12g00210.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00210	Vitvi12g00210	Vitvi12g00210.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00222	Vitvi12g00222	Vitvi12g00222.t01	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
Vitvi12g00223	Vitvi12g00223	Vitvi12g00223.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00271	Vitvi12g00271	Vitvi12g00271.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00279	Vitvi12g00279	Vitvi12g00279.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00280	Vitvi12g00280	Vitvi12g00280.t01	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00280	Vitvi12g00280	Vitvi12g00280.t02	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00339	Vitvi12g00339	Vitvi12g00339.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00353	Vitvi12g00353	Vitvi12g00353.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00355	Vitvi12g00355	Vitvi12g00355.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g00514	Vitvi12g00514	Vitvi12g00514.t01	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	2
Vitvi12g00524	Vitvi12g00524	Vitvi12g00524.t01	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00526	Vitvi12g00526	Vitvi12g00526.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g00646	Vitvi12g00646	Vitvi12g00646.t01	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Vitvi12g00647	Vitvi12g00647	Vitvi12g00647.t01	protein_coding	0	0	3	13	0	0	0	0	0	0	0	9	0	3	3	0	0	0	0	0	0	0	0	0	1
Vitvi12g00688	Vitvi12g00688	Vitvi12g00688.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi12g00689	Vitvi12g00689	Vitvi12g00689.t01	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
Vitvi12g01053	Vitvi12g01053	Vitvi12g01053.t01	protein_coding	0	0	0	46	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01184	Vitvi12g01184	Vitvi12g01184.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01185	Vitvi12g01185	Vitvi12g01185.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01186	Vitvi12g01186	Vitvi12g01186.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01187	Vitvi12g01187	Vitvi12g01187.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01188	Vitvi12g01188	Vitvi12g01188.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01189	Vitvi12g01189	Vitvi12g01189.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01190	Vitvi12g01190	Vitvi12g01190.t01	protein_coding	0	0	0	32	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01191	Vitvi12g01191	Vitvi12g01191.t01	protein_coding	0	0	0	32	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01192	Vitvi12g01192	Vitvi12g01192.t01	protein_coding	0	2	0	30	0	0	0	0	0	0	0	29	0	2	0	0	0	0	1	0	0	0	0	1	0
Vitvi12g01193	Vitvi12g01193	Vitvi12g01193.t01	protein_coding	1	2	3	26	0	0	0	0	0	0	0	20	0	3	3	0	0	0	0	0	0	1	0	2	3
Vitvi12g01194	Vitvi12g01194	Vitvi12g01194.t01	protein_coding	1	0	0	31	0	0	0	0	0	0	0	16	0	4	0	0	1	0	0	0	0	0	0	0	12
Vitvi12g01195	Vitvi12g01195	Vitvi12g01195.t01	protein_coding	0	0	0	32	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	17
Vitvi12g01196	Vitvi12g01196	Vitvi12g01196.t01	protein_coding	1	4	6	21	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	4	21
Vitvi12g01197	Vitvi12g01197	Vitvi12g01197.t01	protein_coding	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Vitvi12g01198	Vitvi12g01198	Vitvi12g01198.t01	protein_coding	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
Vitvi12g01305	Vitvi12g01305	Vitvi12g01305.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01306	Vitvi12g01306	Vitvi12g01306.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01307	Vitvi12g01307	Vitvi12g01307.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01308	Vitvi12g01308	Vitvi12g01308.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01309	Vitvi12g01309	Vitvi12g01309.t01	protein_coding	0	0	1	3	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0
Vitvi12g01310	Vitvi12g01310	Vitvi12g01310.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi12g01311	Vitvi12g01311	Vitvi12g01311.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi12g01312	Vitvi12g01312	Vitvi12g01312.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi12g01313	Vitvi12g01313	Vitvi12g01313.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi12g01314	Vitvi12g01314	Vitvi12g01314.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g01388	Vitvi12g01388	Vitvi12g01388.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01389	Vitvi12g01389	Vitvi12g01389.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01390	Vitvi12g01390	Vitvi12g01390.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01391	Vitvi12g01391	Vitvi12g01391.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01392	Vitvi12g01392	Vitvi12g01392.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01393	Vitvi12g01393	Vitvi12g01393.t01	protein_coding	1	0	2	3	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	2
Vitvi12g01394	Vitvi12g01394	Vitvi12g01394.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi12g01395	Vitvi12g01395	Vitvi12g01395.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi12g01396	Vitvi12g01396	Vitvi12g01396.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi12g01397	Vitvi12g01397	Vitvi12g01397.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi12g01398	Vitvi12g01398	Vitvi12g01398.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi12g01418	Vitvi12g01418	Vitvi12g01418.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01419	Vitvi12g01419	Vitvi12g01419.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01420	Vitvi12g01420	Vitvi12g01420.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01421	Vitvi12g01421	Vitvi12g01421.t01	protein_coding	0	0	0	25	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g01424	Vitvi12g01424	Vitvi12g01424.t01	protein_coding	1	0	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	6
Vitvi12g01425	Vitvi12g01425	Vitvi12g01425.t01	protein_coding	4	1	5	26	0	0	0	0	0	0	0	17	3	2	5	0	0	0	0	0	2	0	0	1	7
Vitvi12g01426	Vitvi12g01426	Vitvi12g01426.t01	protein_coding	0	0	4	36	0	0	0	0	0	0	0	17	0	0	4	0	0	0	1	0	0	0	0	0	19
Vitvi12g01427	Vitvi12g01427	Vitvi12g01427.t01	protein_coding	0	0	0	40	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	23
Vitvi12g01428	Vitvi12g01428	Vitvi12g01428.t01	protein_coding	0	0	0	42	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	24
Vitvi12g01429	Vitvi12g01429	Vitvi12g01429.t01	protein_coding	0	0	0	45	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	24
Vitvi12g01430	Vitvi12g01430	Vitvi12g01430.t01	protein_coding	0	1	0	45	0	0	0	0	0	0	0	25	0	1	0	0	0	0	1	0	0	0	0	0	20
Vitvi12g01431	Vitvi12g01431	Vitvi12g01431.t01	protein_coding	3	5	8	147	1	0	0	0	0	0	0	20	0	124	8	0	0	0	2	0	3	0	0	3	4
Vitvi12g01433	Vitvi12g01433	Vitvi12g01433.t01	protein_coding	1	0	1	35	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	35
Vitvi12g01434	Vitvi12g01434	Vitvi12g01434.t01	protein_coding	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Vitvi12g01435	Vitvi12g01435	Vitvi12g01435.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi12g01436	Vitvi12g01436	Vitvi12g01436.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
